Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,26352.25,-44.24193,67.2321
7.338996338110348,22204.81,-42.65073,67.2414
10.772173450159421,18755.83,-41.28387,67.2302
15.811388300841895,15964.73,-40.05848,67.2168
23.207944168063896,13648.99,-39.19848,67.2063
34.06460345289807,11665.14,-38.78176,67.2273
49.99999999999999,10018.77,-38.70668,67.2023
73.38996338110344,8586.996,-39.01116,67.2078
107.72173450159421,7328.122,-39.85151,67.1965
158.11388300841895,6239.352,-40.55156,67.1827
232.07944168063884,5282.704,-41.57546,67.1925
340.6460345289807,4437.207,-42.72502,67.1804
499.99999999999994,3691.366,-43.88781,67.1915
733.8996338110344,3055.093,-44.97243,67.1868
1077.217345015941,2518.218,-45.93571,67.1846
1581.1388300841895,2070.158,-46.91775,67.1632
2320.794416806388,1698.481,-47.94996,67.1634
3406.4603452898036,1385.631,-49.23152,67.1587
4999.999999999999,1125.656,-50.81489,67.1584
7338.996338110344,907.7047,-52.68974,67.164
10772.17345015941,722.5307,-54.70293,67.1594
15811.388300841894,567.1209,-56.60104,67.1644
23207.944168063907,438.875,-58.02818,67.15
34064.60345289804,335.0884,-58.58141,67.1456
49999.99999999999,254.213,-58.05197,67.1175
