Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,23026.04,-40.64308,66.7883
7.338996338110348,19617.75,-40.60494,66.8165
10.772173450159421,16472.29,-40.09638,66.7964
15.811388300841895,13986.76,-39.21928,66.7923
23.207944168063896,11936.27,-38.44837,66.7974
34.06460345289807,10256.34,-37.89588,66.7798
49.99999999999999,8856.255,-37.92302,66.7979
73.38996338110344,7642.34,-38.54581,66.7937
107.72173450159421,6555.297,-39.72598,66.7703
158.11388300841895,5560.912,-41.3101,66.7737
232.07944168063884,4676.902,-43.08472,66.7818
340.6460345289807,3876.272,-44.88187,66.7822
499.99999999999994,3176.675,-46.49129,66.7699
733.8996338110344,2569.781,-47.75954,66.7708
1077.217345015941,2057.84,-48.39656,66.78
1581.1388300841895,1649.001,-48.29864,66.7834
2320.794416806388,1328.015,-47.38557,66.7597
3406.4603452898036,1080.035,-45.89871,66.769
4999.999999999999,890.1117,-44.13121,66.7678
7338.996338110344,744.177,-42.44448,66.7479
10772.17345015941,629.0098,-41.12953,66.7267
15811.388300841894,535.4073,-40.35226,66.756
23207.944168063907,456.3577,-40.17038,66.729
34064.60345289804,387.7233,-40.49837,66.7347
49999.99999999999,326.802,-41.13627,66.7399
