Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,19752.55,-55.98247,67.8162
7.338996338110348,16293.79,-57.19693,67.8141
10.772173450159421,12860.06,-56.80458,67.8509
15.811388300841895,10214.16,-55.80387,67.8323
23.207944168063896,8106.184,-54.47908,67.8556
34.06460345289807,6428.344,-52.6558,67.845
49.99999999999999,5158.315,-50.43386,67.8558
73.38996338110344,4174.644,-47.67564,67.8706
107.72173450159421,3448.709,-44.54917,67.8578
158.11388300841895,2896.443,-41.5944,67.8439
232.07944168063884,2476.708,-39.10902,67.8495
340.6460345289807,2142.265,-37.38694,67.8648
499.99999999999994,1859.392,-36.32356,67.8725
733.8996338110344,1606.347,-35.66117,67.8685
1077.217345015941,1387.322,-35.1133,67.8436
1581.1388300841895,1202.601,-34.58202,67.8665
2320.794416806388,1044.357,-34.0018,67.8433
3406.4603452898036,907.7717,-33.67399,67.8447
4999.999999999999,790.8377,-33.24382,67.8276
7338.996338110344,690.2993,-32.92092,67.8091
10772.17345015941,602.7912,-32.64929,67.8167
15811.388300841894,526.7652,-32.43651,67.8148
23207.944168063907,460.3008,-32.29919,67.7981
34064.60345289804,402.4816,-32.18671,67.7943
49999.99999999999,352.0532,-32.07048,67.7748
