Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,409.0,-55,66.533,280.02191185378416,1.7272
a-025,IR02,279.0,-56,66.533,578.2548789876931,0.8103
a-026,IR03,250.0,-37,66.533,445.20854800414577,1.1716
a-027,IR04,472.0,-49,66.533,384.7545771780057,1.2028
a-011,IR05,582.0,-45,66.533,292.2534198818195,1.4268
a-023,IR06,507.0,-32,66.533,190.52973170622332,1.377
a-022,IR07,1610.0,-31,66.533,0.0,0.594
a-021,IR08,1250.0,-32,66.533,220.66310100531376,0.8375
a-020,IR09,870.0,-31,66.533,236.51449938952527,1.008
a-004,IR10,1050.0,-36,66.533,224.26025387148871,1.2387
a-028,PT01,1140.0,-39,66.533,0.0,3.2472
a-029,PT02,966.0,-41,66.533,36.37056463874949,2.1784
a-030,PT03,862.0,-37,66.533,37.91912881399842,2.0868
a-031,PT04,1840.0,-30,66.533,44.274807548081604,2.3458
a-015,PT05,1790.0,-35,66.533,47.097183075253504,2.0832
a-019,PT06,351.0,-63,66.533,66.21798919624119,2.6302
a-018,PT07,496.0,-57,66.533,94.80028846388662,2.1168
a-017,PT08,612.0,-55,66.533,105.95577262244335,1.7199
a-016,PT09,362.0,-55,66.533,197.66355430461647,1.607
a-000,PT10,667.0,-55,66.533,22.03602643822696,2.8304
