Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,3870.0,-25,66.0197,46.776463462431124,1.7272
d-025,IR02,9250.0,-23,66.0197,57.399306450304195,0.8103
d-026,IR03,378.0,-27,66.0197,355.80442567116364,1.1716
d-027,IR04,2140.0,-28,66.0197,134.85667297814706,1.2028
d-011,IR05,1470.0,-27,66.0197,134.21872402176052,1.4268
d-023,IR06,9920.0,-32,66.0197,10.881733000337686,1.377
d-022,IR07,7340.0,-40,66.0197,0.0,0.594
d-021,IR08,8440.0,-29,66.0197,69.55618555295146,0.8375
d-020,IR09,5650.0,-34,66.0197,46.62736568986983,1.008
d-004,IR10,11000.0,-40,66.0197,17.603102267826134,1.2387
d-028,PT01,5350.0,-30,66.0197,0.0,3.2472
d-029,PT02,2760.0,-24,66.0197,41.10092991841187,2.1784
d-030,PT03,28100.0,-21,66.0197,7.279853188200536,2.0868
d-031,PT04,5370.0,-24,66.0197,28.46927521803077,2.3458
d-015,PT05,5530.0,-24,66.0197,40.14547675601059,2.0832
d-019,PT06,794.0,-68,66.0197,53.29801402698972,2.6302
d-018,PT07,758.0,-66,66.0197,56.33100818677094,2.1168
d-017,PT08,857.0,-68,66.0197,70.99548125189204,1.7199
d-016,PT09,692.0,-56,66.0197,109.01739279791158,1.607
d-000,PT10,739.0,-69,66.0197,57.70313261197723,2.8304
