Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,4400.0,-25,66.142,42.066483770980646,1.7272
d-025,IR02,10200.0,-24,66.142,44.5588801753172,0.8103
d-026,IR03,454.0,-24,66.142,332.1443082054599,1.1716
d-027,IR04,2350.0,-24,66.142,39.282372139427125,1.2028
d-011,IR05,1670.0,-26,66.142,143.01657131763872,1.4268
d-023,IR06,17900.0,-26,66.142,18.46265571755595,1.377
d-022,IR07,7330.0,-33,66.142,0.0,0.594
d-021,IR08,13000.0,-28,66.142,45.88734434337121,0.8375
d-020,IR09,7680.0,-35,66.142,32.724414812830936,1.008
d-004,IR10,10800.0,-35,66.142,20.955131660683957,1.2387
d-028,PT01,5880.0,-31,66.142,0.0,3.2472
d-029,PT02,3310.0,-27,66.142,31.858408823805412,2.1784
d-030,PT03,34500.0,-22,66.142,6.144173687096311,2.0868
d-031,PT04,6310.0,-25,66.142,21.04813660517103,2.3458
d-015,PT05,6400.0,-25,66.142,31.67106913204663,2.0832
d-019,PT06,893.0,-71,66.142,41.586913714735736,2.6302
d-018,PT07,1080.0,-70,66.142,41.27130716114301,2.1168
d-017,PT08,1160.0,-68,66.142,65.56783837641392,1.7199
d-016,PT09,825.0,-59,66.142,86.96065049518951,1.607
d-000,PT10,966.0,-72,66.142,41.67880593120765,2.8304
