Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,5960.0,-27,66.1792,32.57976302388338,1.7272
d-025,IR02,12300.0,-25,66.1792,34.01010935257414,0.8103
d-026,IR03,1060.0,-32,66.1792,77.22319593400773,1.1716
d-027,IR04,2290.0,-27,66.1792,135.69351001509412,1.2028
d-007,IR05,2050.0,-34,66.1792,126.26598520627228,1.4268
d-028,IR06,22300.0,-27,66.1792,18.14953001743374,1.377
d-029,IR07,8080.0,-25,66.1792,0.0,0.594
d-030,IR08,12500.0,-22,66.1792,46.608246770813146,0.8375
d-031,IR09,3910.0,-22,66.1792,117.94696406554823,1.008
d-006,IR10,8470.0,-32,66.1792,28.913687426646753,1.2387
d-008,PT01,3600.0,-38,66.1792,0.0,3.2472
d-009,PT02,951.0,-33,66.1792,76.04558038362988,2.1784
d-010,PT03,41300.0,-26,66.1792,5.828892681572692,2.0868
d-011,PT04,1140.0,-39,66.1792,80.10277547299461,2.3458
d-005,PT05,1230.0,-40,66.1792,89.28047602563326,2.0832
d-012,PT06,967.0,-67,66.1792,41.85016938446025,2.6302
d-013,PT07,1170.0,-63,66.1792,46.20352414469982,2.1168
d-014,PT08,1150.0,-54,66.1792,85.45964956220716,1.7199
d-015,PT09,1010.0,-50,66.1792,79.17939259236414,1.607
d-004,PT10,947.0,-71,66.1792,45.73369265823204,2.8304
d-023,G1X1-1,8600.0,-55,66.1792,2.053994082840271,4.0
d-022,G1X1-2,7440.0,-57,66.1792,3.1017913593259023,4.0
d-021,G3X3S-1,13500.0,-52,66.1792,2.2045030957686875,3.9204
d-020,G3X3S-2,3690.0,-67,66.1792,5.016037182504223,3.9204
d-019,G2X2S-1,7400.0,-41,66.1792,4.097957546102871,3.9601
d-018,G2X2S-2,7540.0,-38,66.1792,2.8743160994726282,3.9601
d-017,G2X2L-1,2310.0,-71,66.1792,7.198290598289908,4.0
d-016,G2X2L-2,8040.0,-49,66.1792,2.2096153846184707,4.0
