Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,1420.0,-37,65.7066,74.38712827919554,1.7272
d-025,IR02,565.0,-39,65.7066,252.38515649478708,0.8103
d-026,IR03,586.0,-39,65.7066,6.578118024003224,1.1716
d-027,IR04,1040.0,-40,65.7066,173.49381213502775,1.2028
d-011,IR05,1620.0,-33,65.7066,154.87660676997717,1.4268
d-023,IR06,897.0,-36,65.7066,242.6113407916444,1.377
d-022,IR07,1130.0,-31,65.7066,0.0,0.594
d-021,IR08,942.0,-33,65.7066,305.1543899933778,0.8375
d-020,IR09,699.0,-38,65.7066,290.14041514045385,1.008
d-004,IR10,2170.0,-39,65.7066,78.52248459531498,1.2387
d-028,PT01,1450.0,-30,65.7066,0.0,3.2472
d-029,PT02,582.0,-37,65.7066,87.41864176954068,2.1784
d-030,PT03,677.0,-33,65.7066,29.968593798420585,2.0868
d-031,PT04,1130.0,-31,65.7066,88.53930213288847,2.3458
d-015,PT05,1100.0,-26,65.7066,169.07051282054204,2.0832
d-019,PT06,305.0,-45,65.7066,120.61338903311945,2.6302
d-018,PT07,877.0,-37,65.7066,122.83035302670417,2.1168
d-017,PT08,441.0,-43,65.7066,234.87369964424974,1.7199
d-016,PT09,345.0,-43,65.7066,220.96975107788947,1.607
d-000,PT10,1090.0,-50,65.7066,137.5259304921852,2.8304
