,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
0,d-024,IR01,19100.0,-115,65.8586,23.027729258860358,1.7272
1,d-025,IR02,11600.0,-152,65.8586,8.483985488060544,0.8103
2,d-026,IR03,6400.0,-166,65.8586,79.41802137774201,1.1716
3,d-027,IR04,3590.0,89,65.8586,18.88622061344532,1.2028
4,d-007,IR05,11700.0,162,65.8586,29.062173458729355,1.4268
5,d-028,IR06,945000.0,-31,65.8586,3.383190883190884,1.377
6,d-029,IR07,8940.0,-28,65.8586,0.0,0.594
7,d-030,IR08,66100.0,-27,65.8586,8.840943689248776,0.8375
8,d-031,IR09,677000.0,-36,65.8586,4.62295128243404,1.008
9,d-006,IR10,9490.0,-37,65.8586,13.00389000729528,1.2387
10,d-008,PT01,4050.0,-39,65.8586,0.0,3.2472
11,d-009,PT02,1030.0,-43,65.8586,61.49091532994857,2.1784
12,d-010,PT03,78500.0,-27,65.8586,3.3689804341653984,2.0868
13,d-011,PT04,1120.0,-41,65.8586,33.48386027727187,2.3458
14,d-005,PT05,1450.0,-45,65.8586,55.99580092583173,2.0832
15,d-012,PT06,873.0,-63,65.8586,32.542306247726934,2.6302
16,d-013,PT07,1030.0,-57,65.8586,47.75617511962321,2.1168
17,d-014,PT08,780.0,-60,65.8586,73.72849416304943,1.7199
18,d-015,PT09,25400.0,-19,65.8586,15.391828751349557,1.607
19,d-004,PT10,1140.0,-71,65.8586,28.126937713846228,2.8304
