Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,491.0,-42,66.1148,139.1718398622029,1.7272
a-025,IR02,423.0,-43,66.1148,306.6154994205404,0.8103
a-026,IR03,408.0,-42,66.1148,16.479764687342094,1.1716
a-027,IR04,707.0,-43,66.1148,159.70766552253036,1.2028
a-011,IR05,736.0,-43,66.1148,256.45877811587127,1.4268
a-023,IR06,667.0,-38,66.1148,327.0301472915981,1.377
a-022,IR07,1160.0,-31,66.1148,0.0,0.594
a-021,IR08,899.0,-32,66.1148,384.6153846154648,0.8375
a-020,IR09,477.0,-36,66.1148,267.72412214223885,1.008
a-004,IR10,569.0,-37,66.1148,261.59559339508127,1.2387
a-028,PT01,1940.0,-33,66.1148,0.0,3.2472
a-029,PT02,708.0,-40,66.1148,59.41629534802472,2.1784
a-030,PT03,697.0,-36,66.1148,61.41952399087843,2.0868
a-031,PT04,1310.0,-28,66.1148,103.1870632695727,2.3458
a-015,PT05,1340.0,-30,66.1148,97.60533116896652,2.0832
a-019,PT06,311.0,-55,66.1148,93.20030853357733,2.6302
a-018,PT07,472.0,-51,66.1148,128.0370951799601,2.1168
a-017,PT08,539.0,-47,66.1148,150.32469455745797,1.7199
a-016,PT09,377.0,-43,66.1148,224.75968337825572,1.607
a-000,PT10,627.0,-48,66.1148,23.580441438653896,2.8304
