Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,3580.0,-25,66.0875,57.92060070546044,1.7272
d-025,IR02,8970.0,-25,66.0875,56.68068681767121,0.8103
d-026,IR03,482.0,-21,66.0875,259.84583869531366,1.1716
d-027,IR04,2270.0,-27,66.0875,79.2976497782294,1.2028
d-011,IR05,1550.0,-25,66.0875,166.86217225150446,1.4268
d-023,IR06,161000.0,53,66.0875,20.987982925699377,1.377
d-022,IR07,156000.0,-13,66.0875,0.0,0.594
d-021,IR08,72300.0,65,66.0875,132.1537063844693,0.8375
d-020,IR09,99700.0,84,66.0875,117.87016088488953,1.008
d-004,IR10,98800.0,84,66.0875,22.81991843629141,1.2387
d-028,PT01,5080.0,-29,66.0875,0.0,3.2472
d-029,PT02,2540.0,-24,66.0875,41.88112658550265,2.1784
d-030,PT03,34000.0,-21,66.0875,6.9070816880585735,2.0868
d-031,PT04,5140.0,-24,66.0875,31.261468942860116,2.3458
d-015,PT05,5250.0,-24,66.0875,37.58190242749859,2.0832
d-019,PT06,758.0,-69,66.0875,55.853093944292844,2.6302
d-018,PT07,818.0,-67,66.0875,44.35884599186968,2.1168
d-017,PT08,1140.0,-61,66.0875,53.0881491321084,1.7199
d-016,PT09,720.0,-58,66.0875,87.46872013106633,1.607
d-000,PT10,784.0,-66,66.0875,52.64142097075823,2.8304
