Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,7630.0,-27,66.4325,19.323203578533768,1.7272
d-025,IR02,25000.0,-23,66.4325,23.846753345721265,0.8103
d-026,IR03,925.0,-31,66.4325,299.85591397340596,1.1716
d-027,IR04,3380.0,-26,66.4325,38.67301321983399,1.2028
d-007,IR05,1210.0,-30,66.4325,71.2421395153376,1.4268
d-028,IR06,20200.0,-21,66.4325,16.9929968722796,1.377
d-029,IR07,8160.0,-27,66.4325,0.0,0.594
d-030,IR08,50500.0,-22,66.4325,18.591206861615774,0.8375
d-031,IR09,4320.0,-25,66.4325,81.73198063323008,1.008
d-006,IR10,7410.0,-33,66.4325,22.008838442026917,1.2387
d-008,PT01,3570.0,-40,66.4325,0.0,3.2472
d-009,PT02,730.0,-33,66.4325,110.9987944159283,2.1784
d-010,PT03,53400.0,-26,66.4325,6.238480706566504,2.0868
d-011,PT04,819.0,-37,66.4325,84.02212252648877,2.3458
d-005,PT05,1040.0,-45,66.4325,65.29199264101716,2.0832
d-012,PT06,1050.0,-61,66.4325,38.56493200627165,2.6302
d-013,PT07,858.0,-54,66.4325,56.71665457663204,2.1168
d-014,PT08,966.0,-55,66.4325,60.35465009823539,1.7199
d-015,PT09,983.0,-53,66.4325,55.59613343207159,1.607
d-004,PT10,1280.0,-68,66.4325,34.36391900919925,2.8304
d-023,G1X1-1,8390.0,-46,66.4325,3.9580971659920223,4.0
d-022,G1X1-2,16900.0,-63,66.4325,0.18186813186764042,4.0
d-021,G3X3S-1,17100.0,-54,66.4325,0.8063069714065719,3.9204
d-020,G3X3S-2,12000.0,-63,66.4325,1.7319107071593651,3.9204
d-019,G2X2S-1,12700.0,-49,66.4325,2.496051964499966,3.9601
d-018,G2X2S-2,5800.0,-56,66.4325,3.970509228480538,3.9601
d-017,G2X2L-1,16700.0,-58,66.4325,2.0925137155952482,4.0
d-016,G2X2L-2,11500.0,-52,66.4325,2.127201112140784,4.0
