Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,3760.0,-25,66.0175,48.72239328085503,1.7272
d-025,IR02,8920.0,-23,66.0175,60.28352160503137,0.8103
d-026,IR03,727.0,-38,66.0175,322.635711847081,1.1716
d-027,IR04,2190.0,-28,66.0175,90.96196356314138,1.2028
d-011,IR05,1420.0,-27,66.0175,156.88509358649736,1.4268
d-023,IR06,7390.0,-31,66.0175,16.585256853072682,1.377
d-022,IR07,8350.0,-41,66.0175,0.0,0.594
d-021,IR08,3710.0,-30,66.0175,103.63628013778266,0.8375
d-020,IR09,5220.0,-33,66.0175,58.770604395608295,1.008
d-004,IR10,10600.0,-40,66.0175,20.223849238134925,1.2387
d-028,PT01,5180.0,-30,66.0175,0.0,3.2472
d-029,PT02,2640.0,-24,66.0175,41.775544506913675,2.1784
d-030,PT03,30000.0,-20,66.0175,7.400484707999751,2.0868
d-031,PT04,5150.0,-23,66.0175,33.65757126980644,2.3458
d-015,PT05,5330.0,-24,66.0175,39.18482950740541,2.0832
d-019,PT06,808.0,-69,66.0175,51.347367559074705,2.6302
d-018,PT07,943.0,-68,66.0175,50.32877790352858,2.1168
d-017,PT08,685.0,-66,66.0175,63.71507621240597,1.7199
d-016,PT09,677.0,-56,66.0175,97.25979061390616,1.607
d-000,PT10,908.0,-66,66.0175,51.9170978823339,2.8304
