Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,3800.0,-25,66.1907,39.19837016559642,1.7272
d-025,IR02,8990.0,-25,66.1907,60.78114468524135,0.8103
d-026,IR03,477.0,-22,66.1907,331.83301946973256,1.1716
d-027,IR04,2410.0,-28,66.1907,79.44879580241813,1.2028
d-011,IR05,1630.0,-25,66.1907,159.0933632081214,1.4268
d-023,IR06,5640.0,-31,66.1907,23.07450011206327,1.377
d-022,IR07,9640.0,-40,66.1907,0.0,0.594
d-021,IR08,3710.0,-33,66.1907,99.7318025258384,0.8375
d-020,IR09,3580.0,-32,66.1907,99.23103856926544,1.008
d-004,IR10,10200.0,-40,66.1907,18.73703760418319,1.2387
d-028,PT01,5120.0,-29,66.1907,0.0,3.2472
d-029,PT02,2710.0,-24,66.1907,41.88112658550265,2.1784
d-030,PT03,33500.0,-20,66.1907,7.195889809175689,2.0868
d-031,PT04,5230.0,-24,66.1907,35.48172549843332,2.3458
d-015,PT05,5310.0,-24,66.1907,34.97340261274059,2.0832
d-019,PT06,763.0,-69,66.1907,45.35051443880442,2.6302
d-018,PT07,839.0,-69,66.1907,54.63980463980646,2.1168
d-017,PT08,1110.0,-61,66.1907,58.27150057919867,1.7199
d-016,PT09,741.0,-58,66.1907,82.79737686087003,1.607
d-000,PT10,753.0,-68,66.1907,52.64142097075823,2.8304
