Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,717.0,-44,,,65.4346
A-025,IR02,418.0,-31,,,65.4346
A-026,IR03,379.0,-10,,,65.4346
A-027,IR04,527.0,-38,,,65.4346
A-011,IR05,318000.0,-21,,,65.4346
A-023,IR06,105000.0,-19,,,65.4346
A-022,IR07,11300.0,-14,,,65.4346
A-021,IR08,808.0,-25,,,65.4346
A-020,IR09,636.0,-36,,,65.4346
A-004,IR10,435.0,-73,,,65.4346
A-028,PT01,39500.0,-39,,,65.4346
A-029,PT02,608.0,-37,,,65.4346
A-030,PT03,326.0,-35,,,65.4346
A-031,PT04,438.0,-47,,,65.4346
A-015,PT05,2030.0,-37,,,65.4346
A-019,PT06,1050.0,-45,,,65.4346
A-018,PT07,510.0,-49,,,65.4346
A-017,PT08,1520.0,-36,,,65.4346
A-016,PT09,1540.0,-42,,,65.4346
A-000,PT10,2740.0,121,,,65.4346
