Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,605.0,-24,66.47,199.0974518765228,1.7272
a-025,IR02,210.0,-21,66.47,638.0194736359139,0.8103
a-026,IR03,428.0,-37,66.47,23.909884357134878,1.1716
a-027,IR04,668.0,-24,66.47,769.8383259583205,1.2028
a-011,IR05,790.0,-39,66.47,209.99115826706353,1.4268
a-023,IR06,540.0,-17,66.47,386.8498966537489,1.377
a-022,IR07,1160.0,-26,66.47,0.0,0.594
a-021,IR08,846.0,-26,66.47,384.4127777402577,0.8375
a-020,IR09,431.0,-28,66.47,2.1452313118984256,1.008
a-004,IR10,538.0,-36,66.47,290.31677130492704,1.2387
a-028,PT01,131.0,-32,66.47,0.0,3.2472
a-029,PT02,519.0,-41,66.47,63.51843272408938,2.1784
a-030,PT03,551.0,-37,66.47,96.51606694786727,2.0868
a-031,PT04,933.0,-25,66.47,128.82232638670234,2.3458
a-015,PT05,959.0,-29,66.47,124.33695336921254,2.0832
a-019,PT06,806.0,46,66.47,123.74022449301688,2.6302
a-018,PT07,988.0,44,66.47,133.33324782906084,2.1168
a-017,PT08,997.0,38,66.47,121.6741134323903,1.7199
a-016,PT09,4370.0,-43,66.47,242.52868061202528,1.607
a-000,PT10,3740.0,-46,66.47,7.114061327361472,2.8304
