Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,4320.0,-26,65.9808,31.836982846797415,1.7272
d-025,IR02,10300.0,-26,65.9808,39.13555283418333,0.8103
d-026,IR03,1530.0,-27,65.9808,99.0738503558729,1.1716
d-027,IR04,4910.0,-27,65.9808,31.8999258141251,1.2028
d-011,IR05,3510.0,-27,65.9808,42.66351197160654,1.4268
d-023,IR06,3870.0,-33,65.9808,20.717098161753913,1.377
d-022,IR07,8140.0,-35,65.9808,0.0,0.594
d-021,IR08,12700.0,-24,65.9808,41.722558988947824,0.8375
d-020,IR09,20700.0,-31,65.9808,21.176739926737916,1.008
d-004,IR10,8390.0,-43,65.9808,23.56981319270837,1.2387
d-028,PT01,4630.0,-29,65.9808,0.0,3.2472
d-029,PT02,2290.0,-22,65.9808,60.79309319141127,2.1784
d-030,PT03,29000.0,-20,65.9808,7.63337422979419,2.0868
d-031,PT04,4550.0,-23,65.9808,36.74698942838303,2.3458
d-015,PT05,4740.0,-23,65.9808,41.51190312833778,2.0832
d-019,PT06,711.0,-66,65.9808,55.84428066538079,2.6302
d-018,PT07,838.0,-64,65.9808,63.7886564882405,2.1168
d-017,PT08,8170.0,-41,65.9808,49.85685320878193,1.7199
d-016,PT09,24300.0,-39,65.9808,112.8125918885145,1.607
d-000,PT10,1340.0,-53,65.9808,56.80907305353387,2.8304
