Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,367.0,-34,66.2265,209.30122563866308,1.7272
a-025,IR02,841.0,-42,66.2265,481.13891633397685,0.8103
a-026,IR03,715.0,-37,66.2265,49.562486263993954,1.1716
a-027,IR04,458.0,-34,66.2265,307.1678903072635,1.2028
a-011,IR05,476.0,-33,66.2265,235.81548812837084,1.4268
a-023,IR06,799.0,-31,66.2265,118.80900508367078,1.377
a-022,IR07,1240.0,-31,66.2265,0.0,0.594
a-021,IR08,869.0,-31,66.2265,384.4127777402577,0.8375
a-020,IR09,959.0,-31,66.2265,-10.429385429384164,1.008
a-004,IR10,549.0,-38,66.2265,206.6385067294398,1.2387
a-028,PT01,1760.0,-32,66.2265,0.0,3.2472
a-029,PT02,532.0,-43,66.2265,72.47003970406611,2.1784
a-030,PT03,574.0,-39,66.2265,82.62488447643652,2.0868
a-031,PT04,999.0,-26,66.2265,106.2326082737785,2.3458
a-015,PT05,1050.0,-31,66.2265,123.59890470138821,2.0832
a-019,PT06,335.0,-52,66.2265,109.0967937595736,2.6302
a-018,PT07,1070.0,-51,66.2265,127.52050647362637,2.1168
a-017,PT08,979.0,-49,66.2265,8.49781069561283,1.7199
a-016,PT09,383.0,-44,66.2265,203.26935043799742,1.607
a-000,PT10,620.0,-48,66.2265,6.211487943433654,2.8304
