Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,803.0,-30,65.7318,166.00220271240323,1.7272
d-025,IR02,488.0,-44,65.7318,607.7278297731015,0.8103
d-026,IR03,567.0,-42,65.7318,1003.7227197495074,1.1716
d-027,IR04,625.0,-33,65.7318,251.88894909539093,1.2028
d-011,IR05,843.0,-26,65.7318,252.04330292644505,1.4268
d-023,IR06,824.0,-35,65.7318,274.8230737466167,1.377
d-022,IR07,1020.0,-31,65.7318,0.0,0.594
d-021,IR08,860.0,-32,65.7318,376.0567790418985,0.8375
d-020,IR09,664.0,-38,65.7318,185.60982521118203,1.008
d-004,IR10,1710.0,-36,65.7318,138.18156832555687,1.2387
d-028,PT01,174.0,37,65.7318,0.0,3.2472
d-029,PT02,342.0,-40,65.7318,142.78668363384133,2.1784
d-030,PT03,422.0,-37,65.7318,-21.82214948176353,2.0868
d-031,PT04,687.0,-33,65.7318,124.35868547854002,2.3458
d-015,PT05,679.0,-26,65.7318,211.9614142919585,2.0832
d-019,PT06,291.0,-46,65.7318,132.182911488304,2.6302
d-018,PT07,400.0,-46,65.7318,153.75167160883134,2.1168
d-017,PT08,405.0,-46,65.7318,210.19552993607505,1.7199
d-016,PT09,339.0,-42,65.7318,254.45929304045248,1.607
d-000,PT10,494.0,-44,65.7318,3.0339102201724555,2.8304
