,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
0,d-024,IR01,46600.0,-27,65.7627,6.765408128092436,1.7272
1,d-025,IR02,251000.0,-30,65.7627,67.94127150814015,0.8103
2,d-026,IR03,6310.0,-25,65.7627,28.744386374980746,1.1716
3,d-027,IR04,22000.0,-24,65.7627,9.189901108757386,1.2028
4,d-007,IR05,7280.0,-28,65.7627,41.35543272916867,1.4268
5,d-028,IR06,588000.0,-26,65.7627,4.447900955253898,1.377
6,d-029,IR07,8850.0,-28,65.7627,0.0,0.594
7,d-030,IR08,59500.0,-27,65.7627,9.591195683514734,0.8375
8,d-031,IR09,534000.0,-32,65.7627,4150.567926224188,1.008
9,d-006,IR10,9530.0,-37,65.7627,14.26524742952509,1.2387
10,d-008,PT01,4070.0,-39,65.7627,0.0,3.2472
11,d-009,PT02,978.0,-41,65.7627,57.23259466948364,2.1784
12,d-010,PT03,74300.0,-27,65.7627,3.5245627925368366,2.0868
13,d-011,PT04,1110.0,-40,65.7627,42.14300549376349,2.3458
14,d-005,PT05,1430.0,-45,65.7627,57.39712137957553,2.0832
15,d-012,PT06,2730.0,74,65.7627,24.739104094378774,2.6302
16,d-013,PT07,1600.0,-56,65.7627,55.126582535221885,2.1168
17,d-014,PT08,7360.0,-67,65.7627,79.85074371630459,1.7199
18,d-015,PT09,103000.0,41,65.7627,23.682446986737453,1.607
19,d-004,PT10,7150.0,-50,65.7627,25.301533895724724,2.8304
