Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,2190.0,-32,65.7314,66.47965744307166,1.7272
d-025,IR02,511.0,-40,65.7314,299.3888130874819,0.8103
d-026,IR03,501.0,-39,65.7314,172.8217468247482,1.1716
d-027,IR04,929.0,-40,65.7314,159.69441825018262,1.2028
d-011,IR05,1420.0,-32,65.7314,134.11736322267532,1.4268
d-023,IR06,810.0,-35,65.7314,267.6896131337381,1.377
d-022,IR07,1100.0,-32,65.7314,0.0,0.594
d-021,IR08,925.0,-33,65.7314,231.22877938525983,0.8375
d-020,IR09,695.0,-39,65.7314,253.84649682404682,1.008
d-004,IR10,2620.0,-42,65.7314,59.140238616835006,1.2387
d-028,PT01,1340.0,-29,65.7314,0.0,3.2472
d-029,PT02,645.0,-36,65.7314,121.21704594206223,2.1784
d-030,PT03,714.0,-31,65.7314,134.53009611854648,2.0868
d-031,PT04,1170.0,-28,65.7314,125.57544031045164,2.3458
d-015,PT05,1160.0,-25,65.7314,208.62873685457566,2.0832
d-019,PT06,303.0,-42,65.7314,356.80234904671414,2.6302
d-018,PT07,832.0,-52,65.7314,133.73535259424466,2.1168
d-017,PT08,1090.0,-36,65.7314,170.15978625338073,1.7199
d-016,PT09,367.0,-43,65.7314,204.0185169685079,1.607
d-000,PT10,521.0,-44,65.7314,127.72586628634605,2.8304
