Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,6660.0,-31,66.208,26.972117760298612,1.7272
d-025,IR02,14500.0,-29,66.208,22.16035155402299,0.8103
d-026,IR03,4020.0,-35,66.208,189.76249860219326,1.1716
d-027,IR04,12100.0,-27,66.208,97.90509349842424,1.2028
d-007,IR05,4930.0,-36,66.208,72.06162833321311,1.4268
d-028,IR06,111000.0,-26,66.208,3.393755551252857,1.377
d-029,IR07,9780.0,-23,66.208,0.0,0.594
d-030,IR08,22900.0,-22,66.208,25.589205466707423,0.8375
d-031,IR09,5450.0,-21,66.208,76.68514521194598,1.008
d-006,IR10,9970.0,-31,66.208,21.158969390987714,1.2387
d-008,PT01,3620.0,-39,66.208,0.0,3.2472
d-009,PT02,851.0,-31,66.208,71.00271194101447,2.1784
d-010,PT03,46500.0,-26,66.208,5.5202482901764975,2.0868
d-011,PT04,1070.0,-40,66.208,35.84941902324457,2.3458
d-005,PT05,1440.0,-40,66.208,53.6506157734058,2.0832
d-012,PT06,822.0,-68,66.208,44.03366489229132,2.6302
d-013,PT07,965.0,-60,66.208,55.397859799841335,2.1168
d-014,PT08,876.0,-58,66.208,85.1547719679607,1.7199
d-015,PT09,902.0,-55,66.208,66.6267770810412,1.607
d-004,PT10,1080.0,-72,66.208,31.467791386894483,2.8304
d-023,G1X1-1,7060.0,-40,66.208,7.434843546284005,4.0
d-022,G1X1-2,14100.0,-59,66.208,1.386352357320144,4.0
d-021,G3X3S-1,18900.0,-60,66.208,1.4384126573434337,3.9204
d-020,G3X3S-2,15400.0,-66,66.208,1.5993258176040466,3.9204
d-019,G2X2S-1,13000.0,-42,66.208,-0.5341745449158882,3.9601
d-018,G2X2S-2,6630.0,-54,66.208,6.668440773641046,3.9601
d-017,G2X2L-1,15700.0,-54,66.208,1.8304474410050053,4.0
d-016,G2X2L-2,14400.0,-48,66.208,3.1613712374576575,4.0
