Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-028,PT01,1600.0,-54,29.19396693833593,3.2472,65.6232
a-029,PT02,1280.0,-62,35.99143236490588,2.1784,65.6232
a-030,PT03,1140.0,-43,40.14924920328111,2.0868,65.6232
a-031,PT04,647.0,-56,33.67857665964734,2.3458,65.6232
a-015,PT05,2020.0,-45,26.8337173579137,2.0832,65.6232
a-019,PT06,1320.0,-73,37.02873790028972,2.6302,65.6232
a-018,PT07,385.0,-51,33.26739445701445,2.1168,65.6232
a-017,PT08,656.0,-57,49.14201251197451,1.7199,65.6232
a-016,PT09,1530.0,-52,90.37046631392164,1.607,65.6232
a-000,PT10,501.0,98,30.819237291820624,2.8304,65.6232
