Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-008,PT01,3550.0,-40,66.3078,0.0,3.2472
d-009,PT02,705.0,-33,66.3078,109.25927618427336,2.1784
d-010,PT03,50800.0,-25,66.3078,4.506110213077873,2.0868
d-011,PT04,822.0,-38,66.3078,86.79639216650679,2.3458
d-005,PT05,940.0,-44,66.3078,72.38186320848683,2.0832
d-012,PT06,989.0,-62,66.3078,39.864756146559216,2.6302
d-013,PT07,744.0,-54,66.3078,70.02485947669034,2.1168
d-014,PT08,926.0,-54,66.3078,60.72543923271845,1.7199
d-015,PT09,894.0,-55,66.3078,61.49028686456784,1.607
d-004,PT10,1230.0,-68,66.3078,40.73449797799884,2.8304
