Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-028,PT01,4380.0,-30,65.8901,0.0,3.2472
d-029,PT02,2170.0,-26,65.8901,40.3777192110788,2.1784
d-030,PT03,21600.0,-20,65.8901,9.818502248944151,2.0868
d-031,PT04,4360.0,-26,65.8901,67.64690736778519,2.3458
d-015,PT05,4430.0,-26,65.8901,39.37276303301259,2.0832
d-019,PT06,600.0,-61,65.8901,72.78200202246612,2.6302
d-018,PT07,777.0,-63,65.8901,69.46286047375081,2.1168
d-017,PT08,935.0,-57,65.8901,51.60978848401953,1.7199
d-016,PT09,669.0,-55,65.8901,104.1219757370184,1.607
d-000,PT10,1270.0,-53,65.8901,58.70530746976733,2.8304
