Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-008,PT01,3680.0,-37,66.3271,0.0,3.2472
d-009,PT02,1050.0,-33,66.3271,76.32194661530954,2.1784
d-010,PT03,41600.0,-26,66.3271,6.743855148111881,2.0868
d-011,PT04,1140.0,-37,66.3271,60.136187727877775,2.3458
d-005,PT05,1310.0,-39,66.3271,76.57597778565325,2.0832
d-012,PT06,1100.0,-64,66.3271,41.99979975026896,2.6302
d-013,PT07,1170.0,-62,66.3271,61.025834835348846,2.1168
d-014,PT08,1200.0,-53,66.3271,85.46771935640996,1.7199
d-015,PT09,1000.0,-51,66.3271,73.65256334951331,1.607
d-004,PT10,915.0,-71,66.3271,47.712900440446894,2.8304
