Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-008,PT01,5640.0,-33,65.8898,0.0,3.2472
d-009,PT02,3050.0,-27,65.8898,36.15000970503027,2.1784
d-010,PT03,40100.0,-25,65.8898,6.545028101580016,2.0868
d-011,PT04,3170.0,-28,65.8898,32.16039526115894,2.3458
d-005,PT05,3150.0,-31,65.8898,34.87770294222243,2.0832
d-012,PT06,960.0,-67,65.8898,43.936407292801015,2.6302
d-013,PT07,1090.0,-63,65.8898,44.94287031051358,2.1168
d-014,PT08,1130.0,-60,65.8898,68.29819370219809,1.7199
d-015,PT09,840.0,-50,65.8898,96.11306304150192,1.607
d-004,PT10,888.0,-71,65.8898,45.52821041448302,2.8304
