Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-028,PT01,4720.0,-29,66.0799,0.0,3.2472
d-029,PT02,2330.0,-22,66.0799,59.0227516467134,2.1784
d-030,PT03,29800.0,-20,66.0799,8.14365979680642,2.0868
d-031,PT04,4670.0,-23,66.0799,28.89101014633984,2.3458
d-015,PT05,4860.0,-23,66.0799,49.8852391669435,2.0832
d-019,PT06,716.0,-66,66.0799,56.69725234665548,2.6302
d-018,PT07,877.0,-66,66.0799,37.961598715792405,2.1168
d-017,PT08,1130.0,-57,66.0799,63.97946546170324,1.7199
d-016,PT09,777.0,-55,66.0799,95.96173177260675,1.607
d-000,PT10,1360.0,-54,66.0799,49.07461626203037,2.8304
