Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-028,PT01,1070.0,-27,65.9106,0.0,3.2472
d-029,PT02,381.0,-39,65.9106,129.22681431680525,2.1784
d-030,PT03,1400.0,-36,65.9106,35.16118409736136,2.0868
d-031,PT04,723.0,-28,65.9106,124.73328663320574,2.3458
d-015,PT05,719.0,-26,65.9106,137.6448164238682,2.0832
d-019,PT06,304.0,-47,65.9106,155.7354515304737,2.6302
d-018,PT07,745.0,-29,65.9106,157.3740413026293,2.1168
d-017,PT08,370.0,-39,65.9106,17.006013450744927,1.7199
d-016,PT09,317.0,-45,65.9106,292.55491388064445,1.607
d-000,PT10,463.0,-44,65.9106,134.4197069183019,2.8304
