Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-028,PT01,1050.0,-27,65.8776,0.0,3.2472
d-029,PT02,374.0,-38,65.8776,122.23537388062944,2.1784
d-030,PT03,1830.0,-38,65.8776,55.644023729030856,2.0868
d-031,PT04,711.0,-28,65.8776,184.86394669361783,2.3458
d-015,PT05,798.0,-31,65.8776,140.39052345504075,2.0832
d-019,PT06,537.0,-42,65.8776,124.62609812008778,2.6302
d-018,PT07,336.0,-39,65.8776,183.88765762711657,2.1168
d-017,PT08,362.0,-39,65.8776,15.996755923495124,1.7199
d-016,PT09,311.0,-36,65.8776,225.6811968001928,1.607
d-000,PT10,902.0,-49,65.8776,159.10136829442166,2.8304
