Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,109000.0,-48,66.0598,2.399780622768138,3.2472
a-029,PT02,832.0,-44,66.0598,27.41443397799589,2.1784
a-030,PT03,904.0,-33,66.0598,45.07595561171877,2.0868
a-031,PT04,1270.0,-29,66.0598,27.80557515226976,2.3458
a-015,PT05,1810.0,-32,66.0598,33.57391343634175,2.0832
a-019,PT06,555.0,-78,66.0598,38.26997654464192,2.6302
a-018,PT07,1040.0,-79,66.0598,39.51505816001645,2.1168
a-017,PT08,957.0,-66,66.0598,79.79444243170994,1.7199
a-016,PT09,717.0,-64,66.0598,80.84314382497493,1.607
a-000,PT10,755.0,-64,66.0598,27.02082784455297,2.8304
