Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-028,PT01,1160.0,-30,30.66181170394029,3.2472,65.6215
a-029,PT02,465.0,-49,38.77705917248914,2.1784,65.6215
a-030,PT03,427.0,-42,51.69287536308861,2.0868,65.6215
a-031,PT04,595.0,-44,44.8016460727551,2.3458,65.6215
a-015,PT05,1920.0,-42,29.76353382544212,2.0832,65.6215
a-019,PT06,738.0,-57,41.28301238899069,2.6302,65.6215
a-018,PT07,387.0,-67,41.830435878055226,2.1168,65.6215
a-017,PT08,686.0,-65,52.06399895045426,1.7199,65.6215
a-016,PT09,709.0,-57,80.59995813939227,1.607,65.6215
a-000,PT10,790.0,-56,26.428718963343915,2.8304,65.6215
