Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-028,PT01,40100.0,-34,2.876977908334702,3.2472,66.6903
a-029,PT02,539.0,-48,30.313356309497703,2.1784,66.6903
a-030,PT03,1010.0,-25,53.55902258280274,2.0868,66.6903
a-031,PT04,867.0,-43,33.81821520622862,2.3458,66.6903
a-015,PT05,1260.0,-38,30.458364617158963,2.0832,66.6903
a-019,PT06,384.0,-77,37.05714101881826,2.6302,66.6903
a-018,PT07,687.0,-64,36.49090107423501,2.1168,66.6903
a-017,PT08,791.0,-68,55.20998669025799,1.7199,66.6903
a-016,PT09,614.0,-58,83.30833585966946,1.607,66.6903
a-000,PT10,630.0,-63,26.369052089801183,2.8304,66.6903
