Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,1910.0,-33,66.3794,0.0,3.2472
a-029,PT02,537.0,-43,66.3794,67.91180541823404,2.1784
a-030,PT03,496.0,-41,66.3794,4.073222158328533,2.0868
a-031,PT04,943.0,-27,66.3794,135.47501281778176,2.3458
a-015,PT05,977.0,-32,66.3794,114.84446102612772,2.0832
a-019,PT06,342.0,-53,66.3794,88.18136087926614,2.6302
a-018,PT07,504.0,-53,66.3794,130.35684359217456,2.1168
a-017,PT08,571.0,-49,66.3794,136.30420785138176,1.7199
a-016,PT09,382.0,-44,66.3794,233.28368253150887,1.607
a-000,PT10,664.0,-49,66.3794,-3.503174327088893,2.8304
