Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-008,PT01,3650.0,-38,66.2265,0.0,3.2472
d-009,PT02,871.0,-28,66.2265,90.36713607728883,2.1784
d-010,PT03,46300.0,-25,66.2265,6.028730068740006,2.0868
d-011,PT04,1060.0,-38,66.2265,42.01910946801016,2.3458
d-005,PT05,1390.0,-39,66.2265,72.37105636299616,2.0832
d-012,PT06,716.0,-66,66.2265,43.845228293290745,2.6302
d-013,PT07,828.0,-63,66.2265,67.07043259660573,2.1168
d-014,PT08,807.0,-58,66.2265,78.0291077640838,1.7199
d-015,PT09,903.0,-54,66.2265,73.53997077265929,1.607
d-004,PT10,1060.0,-72,66.2265,38.25126078123427,2.8304
