Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-028,PT01,1400.0,-30,65.8686,0.0,3.2472
d-029,PT02,459.0,-31,65.8686,114.96376374269954,2.1784
d-030,PT03,1100.0,-28,65.8686,99.81742097127142,2.0868
d-031,PT04,1000.0,-31,65.8686,118.28481860028354,2.3458
d-015,PT05,962.0,-27,65.8686,229.1309434501709,2.0832
d-019,PT06,283.0,-46,65.8686,156.38058596094666,2.6302
d-018,PT07,382.0,-48,65.8686,169.88633060056023,2.1168
d-017,PT08,383.0,-45,65.8686,230.8944616637233,1.7199
d-016,PT09,322.0,-38,65.8686,286.0083289453688,1.607
d-000,PT10,183.0,-143,65.8686,-252.0709222946937,2.8304
