Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-028,PT01,20800.0,-34,18.030609199327493,3.2472,65.109
a-029,PT02,511.0,-56,35.85718052299055,2.1784,65.109
a-030,PT03,502.0,-43,48.29397366944337,2.0868,65.109
a-031,PT04,675.0,-47,35.90126804080492,2.3458,65.109
a-015,PT05,1400.0,-44,13.106587809473622,2.0832,65.109
a-019,PT06,496.0,-67,34.385192048777554,2.6302,65.109
a-018,PT07,496.0,-62,35.237813073952495,2.1168,65.109
a-017,PT08,873.0,-62,47.76975839247629,1.7199,65.109
a-016,PT09,855.0,-52,66.71028271164668,1.607,65.109
a-000,PT10,932.0,-53,27.003841933346337,2.8304,65.109
