Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-028,PT01,1210.0,-31,65.6384,0.0,3.2472
d-029,PT02,443.0,-41,65.6384,102.28376604017124,2.1784
d-030,PT03,525.0,-36,65.6384,-22.06175078519459,2.0868
d-031,PT04,891.0,-34,65.6384,99.37586022579508,2.3458
d-015,PT05,836.0,-28,65.6384,122.12055417703824,2.0832
d-019,PT06,280.0,-44,65.6384,179.13232687774322,2.6302
d-018,PT07,397.0,-47,65.6384,168.57704620305896,2.1168
d-017,PT08,398.0,-46,65.6384,198.38116812233173,1.7199
d-016,PT09,329.0,-42,65.6384,278.2298597481066,1.607
d-000,PT10,1040.0,-48,65.6384,145.3194662219496,2.8304
