Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,1580.0,-32,66.2426,0.0,3.2472
a-029,PT02,500.0,-43,66.2426,89.34689391437603,2.1784
a-030,PT03,528.0,-39,66.2426,93.92702225372,2.0868
a-031,PT04,1030.0,-32,66.2426,79.39280200415347,2.3458
a-015,PT05,946.0,-30,66.2426,134.7305248514906,2.0832
a-019,PT06,306.0,-54,66.2426,111.1936500880456,2.6302
a-018,PT07,452.0,-52,66.2426,124.97332693762634,2.1168
a-017,PT08,476.0,-49,66.2426,157.80512890038966,1.7199
a-016,PT09,361.0,-44,66.2426,290.59563129260283,1.607
a-000,PT10,570.0,-49,66.2426,15.335333594235069,2.8304
