Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-028,PT01,57500.0,-36,1.5284763383275086,3.2472,66.8218
a-029,PT02,575.0,-53,29.874027918458133,2.1784,66.8218
a-030,PT03,1010.0,-25,52.7429687317051,2.0868,66.8218
a-031,PT04,901.0,-43,34.78026965687107,2.3458,66.8218
a-015,PT05,1300.0,-38,35.17778078974322,2.0832,66.8218
a-019,PT06,434.0,-81,41.45899105873228,2.6302,66.8218
a-018,PT07,401.0,-71,38.96066973798135,2.1168,66.8218
a-017,PT08,802.0,-70,53.60583856596644,1.7199,66.8218
a-016,PT09,606.0,-61,77.05399165952598,1.607,66.8218
a-000,PT10,667.0,-64,26.9803522640792,2.8304,66.8218
