Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-028,PT01,5910.0,-31,66.1194,0.0,3.2472
d-029,PT02,3270.0,-27,66.1194,30.820183521307925,2.1784
d-030,PT03,35000.0,-22,66.1194,6.995324133363314,2.0868
d-031,PT04,6390.0,-25,66.1194,22.157374554853032,2.3458
d-015,PT05,6500.0,-25,66.1194,32.11937690708767,2.0832
d-019,PT06,899.0,-71,66.1194,38.96638808433092,2.6302
d-018,PT07,1090.0,-70,66.1194,41.91954559602081,2.1168
d-017,PT08,1180.0,-68,66.1194,63.67354216114461,1.7199
d-016,PT09,822.0,-59,66.1194,85.15628739650708,1.607
d-000,PT10,967.0,-71,66.1194,44.3897004766007,2.8304
