Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-028,PT01,131.0,-166,65.5964,0.0,3.2472
d-029,PT02,346.0,-41,65.5964,142.4673405714718,2.1784
d-030,PT03,435.0,-38,65.5964,4.073222158328541,2.0868
d-031,PT04,723.0,-33,65.5964,102.93171510134307,2.3458
d-015,PT05,697.0,-25,65.5964,202.62835282999083,2.0832
d-019,PT06,295.0,-45,65.5964,127.01536623454275,2.6302
d-018,PT07,932.0,-51,65.5964,137.49744452509748,2.1168
d-017,PT08,429.0,-44,65.5964,242.4485025217785,1.7199
d-016,PT09,331.0,-40,65.5964,278.2298597481066,1.607
d-000,PT10,1010.0,-43,65.5964,16.90211404385983,2.8304
