Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-028,PT01,26600.0,-35,13.88426570369904,3.2472,65.1278
a-029,PT02,1070.0,-78,32.686823988048815,2.1784,65.1278
a-030,PT03,567.0,-37,39.85657730826235,2.0868,65.1278
a-031,PT04,687.0,-44,49.23966674757553,2.3458,65.1278
a-015,PT05,1170.0,-41,73.08467741943939,2.0832,65.1278
a-019,PT06,881.0,-85,32.83060183676043,2.6302,65.1278
a-018,PT07,887.0,-63,31.20790499822832,2.1168,65.1278
a-017,PT08,849.0,-67,51.856377001821166,1.7199,65.1278
a-016,PT09,691.0,-59,73.66273683854135,1.607,65.1278
a-000,PT10,1370.0,-99,24.11554669186052,2.8304,65.1278
