Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,1330.0,-47,66.5523,0.0,3.2472
a-029,PT02,566.0,-50,66.5523,35.55164403115438,2.1784
a-030,PT03,507.0,-40,66.5523,48.95194256897127,2.0868
a-031,PT04,1170.0,-33,66.5523,-1.922501458595712,2.3458
a-015,PT05,975.0,-39,66.5523,62.64722794184591,2.0832
a-019,PT06,389.0,-62,66.5523,68.6006707333665,2.6302
a-018,PT07,490.0,-60,66.5523,86.21726076742405,2.1168
a-017,PT08,635.0,-62,66.5523,93.00163620664362,1.7199
a-016,PT09,384.0,-60,66.5523,193.5572567691349,1.607
a-000,PT10,788.0,-53,66.5523,76.45967823362452,2.8304
