Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-028,PT01,5800.0,-31,66.026,0.0,3.2472
d-029,PT02,3210.0,-26,66.026,29.90968292476516,2.1784
d-030,PT03,33700.0,-22,66.026,8.4762021175851,2.0868
d-031,PT04,6140.0,-24,66.026,21.846837803538733,2.3458
d-015,PT05,6260.0,-24,66.026,34.973709086612615,2.0832
d-019,PT06,913.0,-70,66.026,44.01648998012375,2.6302
d-018,PT07,1060.0,-69,66.026,42.47416020671745,2.1168
d-017,PT08,1140.0,-68,66.026,58.547120360303886,1.7199
d-016,PT09,814.0,-59,66.026,87.41027005922,1.607
d-000,PT10,955.0,-71,66.026,46.60526373004909,2.8304
