Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-028,PT01,2500.0,-14,,,65.1727
A-029,PT02,748.0,-29,,,65.1727
A-030,PT03,599.0,-19,,,65.1727
A-031,PT04,721.0,-17,,,65.1727
A-015,PT05,2180.0,-29,,,65.1727
A-019,PT06,5170.0,-30,,,65.1727
A-018,PT07,345.0,-57,,,65.1727
A-017,PT08,312.0,-54,,,65.1727
A-016,PT09,449.0,-57,,,65.1727
A-000,PT10,169.0,53,,,65.1727
