Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-028,PT01,24300.0,-34,11.817708549152302,3.2472,65.1222
a-029,PT02,474.0,-54,27.23996429594023,2.1784,65.1222
a-030,PT03,528.0,-36,44.439103106176205,2.0868,65.1222
a-031,PT04,669.0,-48,38.27366055979658,2.3458,65.1222
a-015,PT05,1140.0,-43,32.96150606243494,2.0832,65.1222
a-019,PT06,393.0,-76,34.57835906014605,2.6302,65.1222
a-018,PT07,734.0,-49,31.82961218676361,2.1168,65.1222
a-017,PT08,815.0,-69,50.15944576383551,1.7199,65.1222
a-016,PT09,683.0,-60,65.58788721095827,1.607,65.1222
a-000,PT10,754.0,-61,26.16899305706324,2.8304,65.1222
