Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,10700.0,-28,25.311,0.0,3.2472
a-029,PT02,533.0,-57,25.311,23.4704723297233,2.1784
a-030,PT03,1050.0,-25,25.311,60.761260127063736,2.0868
a-031,PT04,811.0,-45,25.311,43.84856115233575,2.3458
a-015,PT05,1320.0,-40,25.311,48.95887782711343,2.0832
a-019,PT06,575.0,-78,25.311,45.87191380592021,2.6302
a-018,PT07,420.0,-71,25.311,52.07511079182539,2.1168
a-017,PT08,863.0,-67,25.311,61.99297602013769,1.7199
a-016,PT09,592.0,-66,25.311,88.62553252597667,1.607
a-000,PT10,787.0,-66,25.311,30.01336216548767,2.8304
