Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,1500.0,-31,66.516,0.0,3.2472
a-029,PT02,509.0,-42,66.516,89.96501346446087,2.1784
a-030,PT03,554.0,-40,66.516,94.46889606464988,2.0868
a-031,PT04,884.0,-26,66.516,127.85608145389476,2.3458
a-015,PT05,900.0,-31,66.516,141.97693823859646,2.0832
a-019,PT06,287.0,-49,66.516,131.2203431702492,2.6302
a-018,PT07,447.0,-50,66.516,131.3256209569604,2.1168
a-017,PT08,444.0,-47,66.516,200.6719847702065,1.7199
a-016,PT09,375.0,-44,66.516,290.59563129260283,1.607
a-000,PT10,566.0,-48,66.516,30.38083947764933,2.8304
