Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-028,PT01,239.0,22,34.83819088031925,3.2472,65.682
a-029,PT02,564.0,-41,38.18075323797224,2.1784,65.682
a-030,PT03,534.0,-35,62.41754896323215,2.0868,65.682
a-031,PT04,843.0,-36,44.12819562111045,2.3458,65.682
a-015,PT05,2110.0,-39,31.500282434589693,2.0832,65.682
a-019,PT06,784.0,-48,40.64669779630728,2.6302,65.682
a-018,PT07,844.0,-54,47.58634222920264,2.1168,65.682
a-017,PT08,659.0,-66,39.41300386032445,1.7199,65.682
a-016,PT09,673.0,-59,80.2842203369368,1.607,65.682
a-000,PT10,732.0,-58,26.98381854154698,2.8304,65.682
