Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,55000.0,-38,66.3761,2.362931564648405,3.2472
a-029,PT02,435.0,-64,66.3761,27.37552406764333,2.1784
a-030,PT03,595.0,-31,66.3761,70.18475103581085,2.0868
a-031,PT04,644.0,-59,66.3761,33.75552942716929,2.3458
a-015,PT05,1020.0,-46,66.3761,37.78167594581552,2.0832
a-019,PT06,361.0,-74,66.3761,13.2192345712387,2.6302
a-018,PT07,781.0,-47,66.3761,34.26861871518346,2.1168
a-017,PT08,831.0,-69,66.3761,52.86746662762665,1.7199
a-016,PT09,690.0,-63,66.3761,78.16861750205702,1.607
a-000,PT10,705.0,-65,66.3761,26.34071195987148,2.8304
