Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-028,PT01,34900.0,-34,1.9517143500881504,3.2472,66.6084
a-029,PT02,704.0,-40,28.1062692033543,2.1784,66.6084
a-030,PT03,883.0,-27,42.814267728476,2.0868,66.6084
a-031,PT04,1230.0,-34,33.63586690735204,2.3458,66.6084
a-015,PT05,1630.0,-33,32.46810510804904,2.0832,66.6084
a-019,PT06,402.0,-75,40.79961746109153,2.6302,66.6084
a-018,PT07,369.0,-68,39.0215801202739,2.1168,66.6084
a-017,PT08,824.0,-68,55.33177083848796,1.7199,66.6084
a-016,PT09,642.0,-60,72.66430520319621,1.607,66.6084
a-000,PT10,705.0,-62,28.57869568665154,2.8304,66.6084
