Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-028,PT01,260.0,34,66.3322,0.0,3.2472
a-029,PT02,1160.0,-39,66.3322,24.8900446992202,2.1784
a-030,PT03,1140.0,-34,66.3322,33.6736769252574,2.0868
a-031,PT04,2480.0,-33,66.3322,47.9053174752358,2.3458
a-015,PT05,2240.0,-33,66.3322,69.55719012170496,2.0832
a-019,PT06,395.0,-66,66.3322,64.2497499459045,2.6302
a-018,PT07,490.0,-62,66.3322,81.42616020768428,2.1168
a-017,PT08,658.0,-61,66.3322,86.0280065586948,1.7199
a-016,PT09,405.0,-57,66.3322,173.04288396388367,1.607
a-000,PT10,88.6,-174,66.3322,60.185659365730224,2.8304
