Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-028,PT01,34500.0,-36,,,65.4199
A-029,PT02,577.0,-39,,,65.4199
A-030,PT03,355.0,-37,,,65.4199
A-031,PT04,447.0,-52,,,65.4199
A-015,PT05,1930.0,-38,,,65.4199
A-019,PT06,1150.0,-45,,,65.4199
A-018,PT07,530.0,-50,,,65.4199
A-017,PT08,731.0,-60,,,65.4199
A-016,PT09,1480.0,-37,,,65.4199
A-000,PT10,197.0,42,,,65.4199
