Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
46.41588833612777,64700.0,-83,66.153
100.0,19200.0,-82,66.153
215.44346900318823,5980.0,-74,66.153
464.15888336127773,1190.0,-40,66.153
1000.0,837.0,-46,66.153
2154.4346900318824,613.0,-62,66.153
4641.588833612777,437.0,-86,66.153
