Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
30.0,12200.0,-53,66.6661
46.3679,12200.0,-53,66.6661
100.0,12200.0,-53,66.6661
215.827,12200.0,-53,66.6661
461.538,12200.0,-53,66.6661
1000.0,12200.0,-53,66.6661
2142.86,12200.0,-53,66.6661
5000.0,12200.0,-53,66.6661
5000.0,12200.0,-53,66.6661
