Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
30.0,321.0,-98,66.3652
46.3679,321.0,-98,66.3652
100.0,321.0,-98,66.3652
215.827,321.0,-98,66.3652
461.538,321.0,-98,66.3652
1000.0,321.0,-98,66.3652
2142.86,321.0,-98,66.3652
5000.0,321.0,-98,66.3652
5000.0,321.0,-98,66.3652
