Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
46.41588833612777,81800.0,-32,66.2594
100.0,65200.0,-34,66.2594
215.44346900318823,48800.0,-42,66.2594
464.15888336127773,33800.0,-54,66.2594
1000.0,21500.0,-71,66.2594
2154.4346900318824,12900.0,-95,66.2594
4641.588833612777,6550.0,-132,66.2594
