Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
30.0,23700.0,-106,65.7297
46.3679,23700.0,-106,65.7297
100.0,23700.0,-106,65.7297
215.827,23700.0,-106,65.7297
461.538,23700.0,-106,65.7297
1000.0,23700.0,-106,65.7297
2142.86,23700.0,-106,65.7297
5000.0,23700.0,-106,65.7297
5000.0,23700.0,-106,65.7297
