,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,26400.0,-36,65.8005,1.6040942928037545,4.0
21,d-022,G1X1-2,13900.0,-61,65.8005,1.657898121945076,4.0
22,d-021,G3X3S-1,15700.0,-70,65.8005,2.1776664685038267,3.9204
23,d-020,G3X3S-2,11100.0,-64,65.8005,1.4912136124259587,3.9204
24,d-019,G2X2S-1,14400.0,-50,65.8005,2.189781078138134,3.9601
25,d-018,G2X2S-2,8280.0,-67,65.8005,1.1837536439560492,3.9601
26,d-017,G2X2L-1,18600.0,-73,65.8005,0.769526627218682,4.0
27,d-016,G2X2L-2,10100.0,-65,65.8005,2.044538081358545,4.0
