,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,3090.0,-54,66.3216,4.890559440560008,4.0
21,d-022,G1X1-2,6730.0,-55,66.3216,3.8365384615375704,4.0
22,d-021,G3X3S-1,1430.0,-11,66.3216,5.6149424836290365,3.9204
23,d-020,G3X3S-2,9350.0,-64,66.3216,1.6709027873303046,3.9204
24,d-019,G2X2S-1,13600.0,-64,66.3216,2.154905391448265,3.9601
25,d-018,G2X2S-2,6500.0,-60,66.3216,1.1094833863713462,3.9601
26,d-017,G2X2L-1,10500.0,-57,66.3216,2.7310650887573775,4.0
27,d-016,G2X2L-2,11200.0,-58,66.3216,2.368206482314362,4.0
