,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,7340.0,-62,65.8089,2.8105769230768307,4.0
21,d-022,G1X1-2,9220.0,-63,65.8089,2.2970179600136076,4.0
22,d-021,G3X3S-1,14800.0,-74,65.8089,0.7284019823205736,3.9204
23,d-020,G3X3S-2,11500.0,-74,65.8089,1.3545443404112532,3.9204
24,d-019,G2X2S-1,9290.0,-55,65.8089,1.824721294727318,3.9601
25,d-018,G2X2S-2,7130.0,-67,65.8089,1.7384953371424032,3.9601
26,d-017,G2X2L-1,13800.0,-62,65.8089,1.465056285178284,4.0
27,d-016,G2X2L-2,8260.0,-65,65.8089,1.8667159763315055,4.0
