,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,21000.0,-37,65.7374,2.318714821763445,4.0
21,d-022,G1X1-2,13800.0,-61,65.7374,1.554142011834404,4.0
22,d-021,G3X3S-1,15300.0,-69,65.7374,2.180966242241513,3.9204
23,d-020,G3X3S-2,11300.0,-63,65.7374,1.769961691760596,3.9204
24,d-019,G2X2S-1,13800.0,-51,65.7374,0.9465722355645177,3.9601
25,d-018,G2X2S-2,7870.0,-67,65.7374,1.3139541502759495,3.9601
26,d-017,G2X2L-1,15200.0,-69,65.7374,0.6113977485925702,4.0
27,d-016,G2X2L-2,9440.0,-64,65.7374,1.5897928994084125,4.0
