,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,4410.0,-59,66.4066,6.137019230768146,4.0
21,d-022,G1X1-2,18100.0,-63,66.4066,1.343681318680956,4.0
22,d-021,G3X3S-1,16000.0,-71,66.4066,0.9852876985747785,3.9204
23,d-020,G3X3S-2,11500.0,-63,66.4066,1.6567363109710436,3.9204
24,d-019,G2X2S-1,13800.0,-64,66.4066,0.9286443347305335,3.9601
25,d-018,G2X2S-2,10700.0,-59,66.4066,1.4003205548552977,3.9601
26,d-017,G2X2L-1,6870.0,-57,66.4066,3.3762019230775127,4.0
27,d-016,G2X2L-2,10700.0,-57,66.4066,1.8667159763315055,4.0
